Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
BA,Australian National University,Canberra,Bachelor of Science,Science and Health Science,"48,384.00",,AUD,Years,3,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,80,5,,https://programsandcourses.anu.edu.au/2021/program/BSC,English,A,"With a myriad of majors and minors, craft a science degree that is uniquely yours with the ANU Bachelor of Science. You’ll have the opportunity to experiment in our state-of-the-art laboratories while being mentored by leading scientists. You’ll have the flexibility to go on fieldtrips, take your studies overseas, or try an internship. Whether your passion lies in marine science or mathematics, physics or psychology, you’ll be able to explore your interests and follow your passions with our most flexible science degree. Find out more about our science study areas, degree structure, the university experience, career opportunities and student stories on our website. Get the inside story on what it’s like to be an ANU student by visiting our student blog.","develop, apply, integrate and generate scientific knowledge in educational and professional contexts; use a range of skills and methods to identify, analyse and respond to problems and issues; convey and relate professional and disciplinary information and ideas to diverse audiences in effective and appropriate ways; work and learn in both independent and collaborative ways with others to encompass diverse abilities and perspectives; exercise personal, professional and social responsibility as a global citizen.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Science (Advanced) (Honours),Science and Health Science,"48,384.00",,AUD,Years,4,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,90,5,,https://programsandcourses.anu.edu.au/2021/program/ASCAD,English,A,"If you are looking for that little bit extra in your degree, the Bachelor of Science (Advanced) (Honours) provides the same breadth of opportunities as the Bachelor of Science, with the addition of Honours Pathway Options that are designed to extend your understanding and introduce you to concepts that are more advanced than standard course activities. The fourth honours year allows exploration of research possibilities in your area of interest. It prepares you for professional life or a higher degree by research through the development of an advanced knowledge of the research principles and methods and theoretical concepts of your discipline, and through the design and implementation of a research project that develops new understandings or provides solutions to complex problems.For more information on our educational offerings, the university experience, career opportunities and student stories please visit our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","Develop, apply, integrate and generate knowledge in educational and professional contexts Develop and use a range of skills and methods to identify, analyse and respond to complex problems and issues. Work and learn in both independent and collaborative ways with others to encompass diverse abilities and perspectives. Plan and engage in an independent and sustained critical investigation of a chosen research topic to generate new knowledge. Systematically evaluate relevant theory and concepts, relate these to appropriate methodologies and evidence and draw appropriate conclusions. Analyse and interpret original research data with statistical or other evaluative processes where appropriate. Demonstrate sufficient mastery to understand and apply relevant experimental techniques and methods to collect original research data. Communicate and justify complex concepts and results clearly and effectively to a variety of audiences. Exercise personal, professional and social responsibility as a global citizen.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Science (Honours),Science and Health Science,"48,384.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,,5,7,https://programsandcourses.anu.edu.au/2021/program/HSC,English,A,The Bachelor of Science (Honours) is a diverse and flexible science degree with an emphasis on research-led education. Explore anything from biology or climate science to psychology or astrophysics. You will learn advanced knowledge of research principles as well as the methods and theoretical concepts of your discipline. You’ll also get to design your own research project which will help you to understand and provide solutions to complex problems facing our world.Study the Bachelor of Science (Honours) and discover your unique interests.,"Plan and engage in an independent and sustained critical investigation of a chosen research topic to generate new knowledge. Systematically evaluate relevant theory and concepts, relate these to appropriate methodologies and evidence and draw appropriate conclusions. Analyse and interpret original research data with statistical or other evaluative processes where appropriate. Demonstrate sufficient mastery to understand and apply relevant experimental techniques and methods to collect original research data Communicate and justify complex concepts and results clearly and effectively to a variety of audiences.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of Science (Psychology),Science and Health Science,"48,384.00",,AUD,Years,3,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,80,5,,https://programsandcourses.anu.edu.au/2021/program/BSPSY,English,A,"What makes the human brain tick?Find out with the Bachelor of Science (Psychology), which provides you with a great base in six different areas of psychology: developmental, social, personality, methods, cognition and biological.In your later year courses, you’ll apply this knowledge and your skills in more specialised areas such as neuroscience, counselling, health and organisational (business) psychology.Once you’ve completed your third year, you can apply to undertake an Honours year and pursue further postgraduate study. This will allow you to practice as a clinical psychologist.Find out more about psychology, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","Plan and engage in an independent and sustained critical investigation of a chosen research topic to generate new knowledge. Systematically evaluate relevant theory and concepts, relate these to appropriate methodologies and evidence and draw appropriate conclusions. Analyse and interpret original research data with statistical or other evaluative processes where appropriate. Demonstrate sufficient mastery to understand and apply relevant experimental techniques and methods to collect original research data Communicate and justify complex concepts and results clearly and effectively to a variety of audiences.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Science (Psychology) (Honours),Science and Health Science,"48,384.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,,5,7,https://programsandcourses.anu.edu.au/2021/program/HSPSY,English,A,"The Bachelor of Science (Psychology) (Honours) degree exemplifies a commitment to research-led education. Honours builds on the Bachelor of Science (Psychology) which will expose you to a wide range of psychological sciences, covering topics as varied as how groups interact, vision and how it can be tricked to see what is not really there, how the brain develops as a baby and how it will change again as you get older, how impulses are carried from brain to muscle, and how things go wrong in abnormal psychology. Honours allows the exploration of research possibilities in this field, it gives you preparation for professional life or a higher degree by research through the development of an advanced knowledge of the research principles and methods and theoretical concepts of your discipline, and through the design and implementation of a research project, that develops new understandings or provides solutions to complex problems. Honours Specialisations are available that mirror the teaching and research strengths at the ANU in science, medicine and health.","Plan and engage in an independent and sustained critical investigation of a chosen research topic to generate new knowledge. Systematically evaluate relevant theory and concepts, relate these to appropriate methodologies and evidence and draw appropriate conclusions. Analyse and interpret original research data with statistical or other evaluative processes where appropriate. Demonstrate sufficient mastery to understand and apply relevant experimental techniques and methods to collect original research data Communicate and justify complex concepts and results clearly and effectively to a variety of audiences.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of Science (with Year in Asia),Computer Science & Information Technology,"48,384.00",,AUD,Years,4,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,7,https://programsandcourses.anu.edu.au/2021/program/BSCY,English,A,"With a myriad of majors and minors, craft a science degree that is uniquely yours with the ANU Bachelor of Science.You’ll have the opportunity to experiment in our state-of-the-art laboratories while being mentored by leading scientists. You’ll have the flexibility to go on fieldtrips, take your studies overseas, or try an internship.Whether your passion lies in marine science or mathematics, physics or psychology, you’ll be able to explore your interests and follow your passions with our most flexible science degree.Find out more about our science study areas, degree structure, the university experience, career opportunities and student stories on our website. Get the inside story on what it’s like to be an ANU student by visiting our student blog.The Bachelor of Science (with Year in Asia) is the perfect degree to establish yourself as a future leader in the Asian Century. You will combine study at ANU with one year at a university in an Asian location like Beijing, Tokyo, Seoul or Bangkok. Your Year in Asia will build on the strengths of your Bachelor degree. You will develop an advanced level of language proficiency and an exceptional capacity to understand the societies and cultures of our region. You will study with world-class teachers at ANU and then put your learning into practice on the ground in Asia.","Develop, apply, integrate and generate scientific knowledge in educational and professional contexts; Use a range of skills and methods to identify, analyse and respond to problems and issues; Convey and relate professional and disciplinary information and ideas to diverse audiences in effective and appropriate ways; Work and learn in both independent and collaborative ways with others to encompass diverse abilities and perspectives; Exercise personal, professional and social responsibility as a global citizen. Communicate in the target language with fluency and spontaneity making it possible for the student to interact with native speakers in the target language with minimum strain for either party Accurately understand and summarise the central ideas of texts on both concrete and abstract topics familiar to the student in the target language Confidently discuss abstract and concrete issues related to their disciplinary focus in an academic setting in the target language. Identify, critically analyse and discuss diverse issues relevant to one's study and life with their classmates and beyond in their target country language",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Social Sciences (Honours in Actuarial Studies & Economics),Humanities and Social Science,"48,384.00",,AUD,Years,4,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,95,5,,https://programsandcourses.anu.edu.au/2021/program/ASSAN,English,A,"Are you wondering how you can apply your mathematical skills in an area that extends you and makes a difference to society? Do you want a degree from two globally respected institutions? Then this is the degree for you!This program commences in July/August each year at National University of Singapore.You will spend half of this four-year degree at the National University of Singapore and half of this degree at Australian National University receiving a world-class education at both institutions.Graduates will apply mathematical, statistical, financial, economic and other skills to untangle the most complex and difficult problems. This will prepare them to be thought leaders in financial fields such as insurance, superannuation, investments and other areas of great importance to our futures.","Develop, apply, integrate and generate scientific knowledge in educational and professional contexts; Use a range of skills and methods to identify, analyse and respond to problems and issues; Convey and relate professional and disciplinary information and ideas to diverse audiences in effective and appropriate ways; Work and learn in both independent and collaborative ways with others to encompass diverse abilities and perspectives; Exercise personal, professional and social responsibility as a global citizen. Communicate in the target language with fluency and spontaneity making it possible for the student to interact with native speakers in the target language with minimum strain for either party Accurately understand and summarise the central ideas of texts on both concrete and abstract topics familiar to the student in the target language Confidently discuss abstract and concrete issues related to their disciplinary focus in an academic setting in the target language. Identify, critically analyse and discuss diverse issues relevant to one's study and life with their classmates and beyond in their target country language",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Social Sciences (Honours in Actuarial Studies and Economics),Humanities and Social Science,"48,384.00",,AUD,Years,4,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/ASSAE,English,A,"Are you wondering how you can apply your mathematical skills in an area that extends you and makes a difference to society? Do you want a degree from two globally respected institutions? Then this is the degree for you!This program commences in July/August each year at National University of Singapore.You will spend half of this four-year degree at the National University of Singapore and half of this degree at Australian National University receiving a world-class education at both institutions. Graduates will apply mathematical, statistical, financial, economic and other skills to untangle the most complex and difficult problems. This will prepare them to be thought leaders in financial fields such as insurance, superannuation, investments and other areas of great importance to our futures.","Utilise concepts in financial mathematics, including the time value of money, annuities, bond and loan calculations Interpret the accounts and financial statements of companies and financial institutions. Describe the fundamental concepts of micro and macroeconomics. Apply mathematical statistics, regression modeling and other statistical techniques to actuarial problems Describe and apply stochastic processes, survival models and their application in actuarial contexts Model and value cashflows dependent on death, survival, illness, retirement, and other contingencies Apply risk modelling techniques across a variety of financial contexts Analyse and interpret specific business situations so that the correct actuarial and other techniques can be applied Utilise critical thinking to solve specific actuarial problems and communicate their results to a relevant audience",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Software Engineering (Honours),Engineering,"48,384.00",,AUD,Years,4,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/ASENG,English,A,"Software Engineering is about building effective software systems that address complex problems in a broad range of domains including transport, communications, finance, medicine, science, entertainment and the arts.The Bachelor of Software Engineering (Honours) is a four-year program accredited by Engineers Australia and the Australian Computer Society. Graduates will obtain skills and capabilities for professional software engineering practice, innovation and research. We adopt a systems approach to software engineering that not only covers the technical aspects of professional practice, innovation and research, but also the complex socio-technical context in which these activities occur. This includes approaches to dealing with uncertainty and risk, design, modern management practices, ethics and communication.          BSEng students develop these skills and capabilities through a balance of theoretical study, practice in team projects with industry partners, and work experience. Students also have the opportunity to develop their innovation and entrepreneurial capabilities by working on their own start-ups with industry entrepreneurs as part of their degree.","Define and analyse complex problems, and design, implement and evaluate solutions that demonstrate an understanding of the systems context in which software is developed and operated including economic, social, historical, sustainability and ethical aspects. Recognise connections and recurring themes, including abstraction and complexity, across the discipline. Adapt to new environments and technologies, and to innovate. Demonstrate an operational understanding of systems engineering and the foundations of computer science including programming, algorithms, logic, architectures and data structures. Apply an advanced understanding of software engineering practices in requirements engineering, system level architecture, data management, security, design, construction, evaluation, and project management. Communicate complex concepts effectively with diverse audiences using a range of modalities. Lead and work effectively within multi-disciplinary, multi-cultural and distributed teams in order to achieve a common goal. Demonstrate commitment to professional conduct and development that recognises the social, legal and ethical implications of their work, to work independently, and self- and peer-assess performance. Demonstrate an understanding of the fundamentals of research methodologies, including defining research problems, background reading and literature review, designing experiments, and effectively communicating results. Apply research methods to the solution of contemporary research problems in software engineering.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of Statistics,Business & Commerce & Finance & Accounting,"48,384.00",,AUD,Years,3,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/BSTAT,English,A,"Statistics opens the door to understanding our world through the exploration of data and the modelling of uncertainty. The need for statistics is growing rapidly as our ability to collect massive amounts of data outruns our ability to understand and use the data we collect. Hal Varian, Chief Economist at Google, declared that “the sexy job in the next ten years will be statisticians”, as the challenge of understanding large, complex data structures mounts. It is estimated that 2.5 exabytes of data is generated every single day, with the accumulated amount of data doubling every 18 months, and that 90% of all data ever gathered was produced within the last two years. What’s more, statistics is critical for every discipline for which data play a role, and in responding to the world’s biggest challenges such as climate change, terrorism, health and medicine, and global economic conditions. Some of the world’s largest employers of statisticians include Google and Facebook as well as governments, financial institutions, medical and pharmaceutical industries, universities and many other sectors. By completing a BStat at ANU, you stand ready to meet humanity’s biggest challenges by understanding the world we observe through the eyes of data and statistical and probability modelling.","Review and synthesise a broad range of statistical knowledge from their chosen major Use the R statistical computing language to carry out a wide variety of statistical tasks Carry out model selection in a multiple linear regression modelling context Describe the concepts of stochastic processes in discrete and continuous time Describe and interpret probability theory, continuous random variables, and sampling distributions and the central limit theorem Analyse programming problems to suggest, design and implement appropriate modular program structures, based on a data-directed approach.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Statistics (Honours),Business & Commerce & Finance & Accounting,"48,384.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,7,https://programsandcourses.anu.edu.au/2021/program/HSTAT,English,A,"Honours in Statistics is a program offered within the Research School of Finance, Actuarial Studies and Applied Statistics that offers students who have excelled in their undergraduate studies a challenging but rewarding year of study in statistics. We seek outstanding students who are keen to undertake independent statistical research with the guidance from academic staff. Past students graduating from the Honours in Statistics program have been highly successful in professional practice and a number have progressed to PhD studies.",Demonstrate a sound knowledge and critical understanding of research design and methods Apply that knowledge to the development of a research proposal and research plan Develop the capacity to perform high-level independent research Exhibit in-depth knowledge of their chosen research topic Demonstrate a high level of ability to critically analyse statistical inferential approaches.,Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of Studies,Business & Commerce & Finance & Accounting,,,AUD,Years,3,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,7,https://programsandcourses.anu.edu.au/2021/program/BSTUD,English,A,"The Bachelor of Studies enables capable domestic senior secondary students to commence undergraduate level study while concurrently enrolled in year 11 or 12. The Bachelor of Studies is broad-based in conceptual and theoretical content. Students enrolled in an EXTN Extension course must be concurrently enrolled in years 11 or 12. Applicants for the ANU Extension course must receive the endorsement of their school principal prior to being admitted to the Bachelor of Studies program; students must also meet co-requisite study requirements at their home schools. Results obtained in the EXTN Extension course may contribute towards the calculation of a student’s ATAR. A selection process for entry to an EXTN Extension course is based upon the results of a test in the area of study.The Bachelor of Studies offers subjects in disciplines of national priority, including mathematics, sciences, and Asian languages. Students who successfully complete an EXTN Extension course in the Bachelor of Studies may be offered transfer into a bachelor degree for further in-depth study and professional preparation.Some EXTN Extension courses will be available through low bandwidth on-line or blended delivery enabling students who do not live near the ANU Acton campus to undertake the program. A virtual hall of residence supports student transition to tertiary study with tutor study support provided by undergraduate students.NOTE: This program is not available for international students.","Demonstrate an understanding of the theories and factual content of their major and other related fields of study; Analyse and critically evaluate ideas and solve problems; Identify and interpret relevant data and ideas and make informed judgements about these; and Communicate ideas, problems and solutions clearly, precisely and succinctly.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Bachelor of Visual Arts,Creative Arts & Design & Music,"40,320.00",,AUD,Years,3,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/BVART,English,A,"The Bachelor of Visual Arts at ANU is a practical degree which offers you the opportunity to develop and refine high-level technical and creative skills and knowledge for working with the forms, materials and technologies of a chosen studio discipline.You can choose a major from the following range of studio disciplines: animation and video, ceramics, furniture, glass, hybrid art practice, jewellery and object, painting, photomedia, printmedia and drawing, sculpture and spatial practice, or textiles. You will have the opportunity to deepen your study through elective courses drawn from the School of Art & Design and the wider university.","Apply technical skills and specialist knowledge to realise works, artefacts and forms of creative expression. Demonstrate skills and knowledge of the practices, languages, forms, materials, technologies and techniques in the visual arts. Recognise and reflect on social, cultural and ethical issues, and apply historical and theoretical perspectives to practice in the visual arts. Develop and evaluate ideas, concepts and processes by thinking creatively, critically and reflectively. Interpret, communicate and present ideas, problems and arguments in modes suited to a range of audiences Work independently and collaboratively in response to project demands.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
HONS,Australian National University,Canberra,Bachelor of Visual Arts (Honours),Creative Arts & Design & Music,"40,320.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,7,https://programsandcourses.anu.edu.au/2021/program/HVART,English,A,"The Bachelor of Visual Arts (Honours) degree exemplifies ANU’s commitment to research-led education. Building on the Bachelor of Visual Arts, it gives you high-level preparation for professional life or a higher degree by research through the development of an advanced knowledge of the research principles and methods and theoretical concepts of visual arts, and through the design and implementation of a research project, typically the creation and installation/exhibition of a coherent, imaginative, focused and speculative body of artworks by integrating studio and contextual investigation/research, that leads to the development of new understandings or that provides solutions to complex problems.","pose a significant research question relating to visual arts; investigate this question creatively, critically, ethically, and independently, including through sophisticated use of appropriate theory and methodology as appropriate to visual arts, and place these investigations in the context of the relevant intellectual tradition; and communicate their research and its findings through an appropriate medium.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
DIP,Australian National University,Canberra,Diploma of Computing,Computer Science & Information Technology,"44,100.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/ECOMP,English,A,"Look around, Information Technology (IT) is everywhere - your TV, laptop, gaming system, mobile phone, watch, music, movies, kitchen, car, bank and your next gig tickets. It is changing the way we live, learn, work and even socialise.The ANU Diploma of Computing is designed for students who are interested in joining this exciting revolution. It provides a sound grounding in all the basic requirements for success in a degree in information technology including maths, information systems and computer science. You will develop the study skills, increasing critical thinking skills and communicative capacity in an IT/Computing academic environment to support success at Bachelor level.Students who complete the Diploma of Computing with no more than one fail or incomplete grade and a GPA of 5 will be eligible to enter the Bachelor of Information Technology (BIT) in the second year.This program is delivered by ANU College (CRICOS Code 01682E) a business of Study Group Australia, on behalf of ANU. Your transcript and testamur will be issued by the Australian National University.","Solve IT and IS problems and to contribute as an effective member to the performance of a modern workplace Apply computing principles in solving IT and IS problems Consider business implications when applying information technology in general and information systems in particular Demonstrate basic technical expertise in computer programming, web site development and design, and in the creation and use of relational databases Be able to work to specification and according to a deadline, document tasks undertaken, and report outcomes to a third party Be capable of independent learning with some ability to evaluate critically work undertaken",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
DIP,Australian National University,Canberra,Diploma of Languages,Language & Literature,"39,270.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/ELANG,English,A,"The Diploma of Languages prepares students for the increasingly multilingual and international life of the 21st century. You will be taken on a language learning journey which is designed to engage you with the written, oral and cultural aspects of your chosen language or languages.You can choose to study a wide selection of languages, many of which are not available at any other University in Australia.","communicate proficiently and confidently in the principal studied language identify the structure and uses of the principal language studied demonstrate an understanding of the societies and cultures of the principal language studied, and its socio-historical context construct a schema of the connections between the principal language studied and its geographical, social and cultural origins recognise the importance of intercultural communication.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
DIP,Australian National University,Canberra,Diploma of Liberal Studies,Language & Literature,"44,100.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/ELIBS,English,A,"The ANU Diploma of Liberal Studies is an exciting new pathway into the Bachelor of Arts. This program is delivered by ANU College (CRICOS Code 01682E) a business of Study Group Australia, on behalf of ANU. Your transcript and testamur will be issued by the Australian National University.Students successfully completing the Diploma will be admitted to the Bachelor of Arts program. Students completing the Diploma with no more than one fail or incomplete grade and with a GPA of at least 5.0 out of 7.0 will receive 48 units of credit status when they progress into the Bachelor of Arts. Students typically enroll in the most common majors and minors within the Bachelor of Arts. The transition from the Diploma to the Bachelor will allow students to complete their Bachelor of Arts after only two additional years of study for the following majors: 		Anthropology 		Criminology 		Development Studies 		English 		History 		International Relations 		Philosophy 		Political Science 		SociologyEnrolment in other majors is permitted however students may be required to complete additional requisite courses to meet the rules of those majors. Note that enrolment in the flexible double degree is not available.Students aspiring to study at ANU, and those the University seeks to reach, sometimes do not meet the minimum entry requirements. This may be due to restricted educational opportunity, geographic location, cultural or socio-economic expectations or restrictions, lack of choice, or personal factors such as individual or family circumstances that affect success. Other students may be very close to ANU entry requirements, but miss out on entry by a small margin. These students will benefit from a high support entry pathway to ANU.The aim of the Diploma of Liberal Studies is to provide an opportunity for high quality and aspiring students to access ANU and to succeed in degree programs on completion. If you aspire to join the Bachelor of Arts but do not meet the ANU admission requirements, this program may provide you with an alternative pathway to your future at the ANU.","Identify problems relevant to the arts and social sciences, identify theories and find secondary sources relevant to those problems, propose solutions based on theory and the evaluation of those sources, and communicate those solutions both orally and in writing; Debate issues facing contemporary Australian society; Prepare academic texts that demonstrate appropriate academic practice in attribution and referencing; and Learning independently with some ability to evaluate their own output.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
DIP,Australian National University,Canberra,Diploma of Science,Science and Health Science,"44,100.00",,AUD,Years,1,Year,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,70,5,,https://programsandcourses.anu.edu.au/2021/program/ESCIE,English,A,"Do you have broad interests you just can't pin down? Are you curious about things from parasites to planets and everything in between? With the ANU Diploma of Science tailored program you can explore all your interests in a high-support, high-challenge environment.The ANU Diploma of Science is an exciting new pathway into the Bachelor of Science. You will develop the study skills, increasing critical thinking skills and communicative capacity in an academic environment to support success at Bachelor level. This program is delivered by ANU College (CRICOS Code 01682E) a business of Study Group Australia, on behalf of ANU. Your transcript and testamur will be issued by the Australian National University.Students who successfully complete the Diploma of Science, with no more than one fail and a GPA of 5 or above, will be able to progress into the second year of a Bachelor of Science Degree with 48 units of credit.Students aspiring to study at ANU, and those the University seeks to reach, sometimes do not meet the minimum entry requirements for their target course. This may be due to restricted educational opportunity, geographic location, cultural or socio-economic expectations or restrictions, lack of choice, or personal factors such as individual or family circumstances that affect success. Other students may be very close to ANU entry requirements, but miss out on entry by a small margin. These students will benefit from a high support entry pathway to ANU.The aim of the Diploma of Science is to provide an opportunity for high quality and aspiring students to access ANU and to succeed in degree programs on completion of the Diploma. If you aspire to join the Bachelor of Science but do not meet the ANU admission requirements, this program may provide you with an alternative pathway to your future at the ANU.","develop and apply scientific knowledge in educational and professional contexts; identify, analyse and respond to problems and issues in science; convey and relate professional and disciplinary information and ideas to diverse audiences in effective and appropriate ways; work and learn in both independent and collaborative ways with others to encompass diverse abilities and perspectives; exercise personal, professional and social responsibility as a global citizen.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
BA,Australian National University,Canberra,Flexible Double Degree,Science and Health Science,"48,384.00",,AUD,Years,5,Years,Yes,No,ATAR,GPA,Equivalent ANU AQF Degree Level,,5,,https://programsandcourses.anu.edu.au/2021/program/4750FDD,English,A,"The Flexible Double Degree groups allow students to combine two Bachelor degrees of their choice. Students can build their own combination to suit both a career path and a personal passion. The Engineering and Advanced Computing Group allows for over 80 unique degree combinations. These options allow you to couple technical knowledge with a diverse range of options in science, business and social sciences. You must take one of the following degrees: Bachelor of Engineering (Honours)*Bachelor of Software Engineering*Bachelor of Engineering (Research & Development)(Honours)*Bachelor of Advanced Computing (Research & Development)(Honours)*Bachelor of Advanced Computing* with a degree from the following list:Bachelor of Actuarial Studies *Bachelor of Applied Data AnalyticsBachelor of ArtsBachelor of Art History and Curatorship ##Bachelor of Middle Eastern and Central Asian Studies ##Bachelor of Asian StudiesBachelor of Biotechnology*Bachelor of Business AdministrationBachelor of CommerceBachelor of EconomicsBachelor of Environment and SustainabilityBachelor of FinanceBachelor of Genetics*Bachelor of Information Technology*#Bachelor of International Security StudiesBachelor of LanguagesBachelor of Mathematical Sciences*Bachelor of MusicBachelor of Pacific StudiesBachelor of ScienceBachelor of Science (Psychology)Bachelor of Statistics*Bachelor of Archaeological Practice ##Bachelor of European Studies ##Bachelor of Public Policy ##Bachelor of Accounting ##Bachelor of Classical Studies ##Bachelor of International Relations ##Bachelor of Development Studies ##Bachelor of Medical Science ##Bachelor of Politics, Philosophy and Economics ##Bachelor of Criminology ##Bachelor of Political Science ##Bachelor of Design ##Bachelor of Visual Arts ## * Degrees include pre-requisites in addition to ATAR# Information Technology cannot be combined with Software Engineering or Advanced Computing, but it is available in the Arts, Social Sciences, Business, Science and Law groups where it can be combined with a wide range of degrees.## Can not be combined with Bachelor of Engineering (Research & Development) (Honours)You must meet the entry requirements (entrance rank and any prerequisites) for both the degrees you choose. Domestic UAC applicants do not need to indicate which two degrees they wish to combine until they accept their offer. Many of the degrees in this Flexible Double Degree Group are professionally accredited. See the individual course entries of the degrees listed to find out more about who recognises these qualifications.","develop and apply scientific knowledge in educational and professional contexts; identify, analyse and respond to problems and issues in science; convey and relate professional and disciplinary information and ideas to diverse audiences in effective and appropriate ways; work and learn in both independent and collaborative ways with others to encompass diverse abilities and perspectives; exercise personal, professional and social responsibility as a global citizen.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
