Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
PG,Macquarie University,North Ryde,Master of International Relations and Master of Public and Social Policy,Humanities and Social Science,"28,800",,AUD,Years,2,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-international-relations-and-master-of-public-and-social-policy,English,D,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism,the NGO sector, international business or academia.
Master of Public and Social Policy: With its dual focus on policy analysis and applied social research, this unique degree will give you a deep understanding of the forces that shape policy and the processes involved in making it.",,Australia,No,Yes,No,Yes,No,,Europe and the World,,,Policy Design: Concepts and Case Studies,,,Qualitative Methods for Policy,,,The Middle East in Global Politics,,,Policy Ideas in Focus: Framing Policy Problems,,,Social Impact Assessment,,,Research Methods in International Relations,,,Understanding World Politics: Theoretical Approaches,,,Security in World Politics,,,International Relations Practice,,,International Political Economy,,,Evaluating Social Policy,,,Advanced Introduction to Policy,,,Making Public Policy in a Globalised World,,,International Law and Global Governance,,,Doing Social Survey Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"North Ryde, Off-campus",Master of International Relations and Master of Security and Strategic Studies,Humanities and Social Science,"28,400",,AUD,Years,2,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-international-relations-and-master-of-security-and-strategic-studies,English,D,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism, the NGO sector, international business or academia.
Master of Security and Strategic Studies: This course will prepare you to analyse and make sense of contemporary security and strategic challenges. You will learn about dynamics behind major geopolitical and geostrategic issues and multidimensional non-traditional security challenges, analytical methods to evaluate strategic choices, and the evolution of Australia's interests and grand strategy.",,Australia,No,Yes,No,Yes,No,,International Law and Global Governance,,,Study Tour,,,Europe and the World,,,Advanced Criminology Theory,,,Understanding World Politics: Theoretical Approaches,,,Advanced Terrorism Studies,,,"Cyber Conflict, Cyber Espionage and Information Warfare",,,Internship,,,"Decision Making, Scenario Planning and Simulation in Security and Strategy",,,Research Methods in International Relations,,,Strategic Thinking,,,Australia's Strategic and Defence Policy,,,Geopolitics and Geostrategy,,,Critical Thought and Research Design,,,International Political Economy,,,International Relations Practice,,,The Middle East in Global Politics,,,Transnational Security,,,Intelligence: Theory and Practice,,,Simulation in Security and Strategy,,,Security in World Politics,,,Supervised Project in Security Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Master of International Relations and Master of Translation and Interpreting Studies,Humanities and Social Science,"24,400",,AUD,Years,3,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-international-relations-and-master-of-translation-and-interpreting-studies,English,D,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine: 

Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism,the NGO sector, international business or academia.
Master of Translation and Interpreting Studies: If you're proficient in more than one language, this course will provide you with the skills and knowledge you'll require to perform translation and interpreting in a range of institutional settings common to community and commercial translation and interpreting practice in Australia and overseas.",,Australia,No,Yes,No,Yes,No,,Understanding World Politics: Theoretical Approaches,,,Intermediate Interpreting Practice,,,Introduction to Interpreting Practice,,,Professional Practice in Translating and Interpreting,,,Pragmatics and Intercultural Communication,,,Accessible Communication,,,Applied Translation Practice,,,Technology for Translating and Interpreting,,,Security in World Politics,,,Introduction to Translation and Interpreting,,,International Law and Global Governance,,,Languages and Cultures in Contact,,,Research Methods in Language Study,,,International Relations Practice,,,Specialised Translation Practice,,,International Political Economy,,,The Middle East in Global Politics,,,Advanced Translation Practice,,,Specialised Interpreting Practice,,,Europe and the World,,,Cultural and Literary Translation/Transcreation,,,General Translation Practice,,,Audiovisual Translation and Accessibility,,,Approaches to Translation and Interpreting,,,Research Methods in International Relations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"North Ryde, Off-campus",Master of International Trade and Commerce Law and Master of Management,Business & Commerce & Finance & Accounting,"29,200",,AUD,Years,2,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-international-trade-and-commerce-law-and-master-of-management,English,D,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of International Trade and Commerce Law: In this degree you’ll extend your knowledge of the legal, governance and policy issues relevant to international and domestic trade and commerce so that you develop a broad and well-rounded understanding of the area, as well as skills to advance your career.",,Australia,No,Yes,No,Yes,No,,Managing Globally,,,Trade and Environment Law,,,Learning to be a Leader,,,Competition Law,,,Intellectual Property Law,,,International Law,,,Research Methodologies in Law,,,Managing Technology,,,Law and Technology,,,Trade Law,,,Learning to be Persuasive,,,Energy and Natural Resources Law,,,Commercial Law,,,Managing Strategically,,,International Commercial Law,,,Corporate Governance Law,,,Professional Practice,,,Law of the Sea,,,Change Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"North Ryde, Off-campus",Master of International Trade and Commerce Law and Master of Security and Strategic Studies,Computer Science & Information Technology,"28,400",,AUD,Years,2,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-international-trade-and-commerce-law-and-master-of-security-and-strategic-studies,English,D,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Trade and Commerce Law: In this course, you'll extend your knowledge of the legal, governance and policy issues relevant to international and domestic trade and commerce so that you develop a broad and well-rounded understanding of the area, as well as skills to advance your career.
Master of Security and Strategic Studies: This course will prepare you to analyse and make sense of contemporary security and strategic challenges. You will learn about dynamics behind major geopolitical and geostrategic issues and multidimensional non-traditional security challenges, analytical methods to evaluate strategic choices, and the evolution of Australia's interests and grand strategy.",,Australia,No,Yes,No,Yes,No,,Trade Law,,,Strategic Thinking,,,Law and Technology,,,"Decision Making, Scenario Planning and Simulation in Security and Strategy",,,Critical Thought and Research Design,,,International Dispute Settlement,,,Competition Law,,,Australia's Strategic and Defence Policy,,,Transnational Security,,,International Commercial Law,,,Corporate Governance Law,,,Advanced Criminology Theory,,,Internship,,,Law of the Sea,,,Research Methodologies in Law,,,Professional Skills and Practice,,,Intelligence: Theory and Practice,,,Intellectual Property Law,,,Simulation in Security and Strategy,,,Study Tour,,,Trade and Environment Law,,,Supervised Project in Security Studies,,,Commercial Law,,,Environmental Law and Policy Clinic,,,"Cyber Conflict, Cyber Espionage and Information Warfare",,,Advanced Terrorism Studies,,,International Law,,,Energy and Natural Resources Law,,,Geopolitics and Geostrategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Master of International Trade and Commerce Law and Master of Public and Social Policy,Humanities and Social Science,"28,800",,AUD,Years,2,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-international-trade-and-commerce-law-and-master-of-public-and-social-policy,English,D,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Trade and Commerce Law: In this course, you'll extend your knowledge of the legal, governance and policy issues relevant to international and domestic trade and commerce so that you develop a broad and well-rounded understanding of the area, as well as skills to advance your career.
Master of Public and Social Policy: With its dual focus on policy analysis and applied social research, this unique degree will give you a deep understanding of the forces that shape policy and the processes involved in making it. You’ll develop advanced skills in critical analysis to help you design and deliver effective policy solutions that serve the public interest, as well as the confidence to make socially informed judgements in a range of specialist policy areas.",,Australia,No,Yes,No,Yes,No,,Making Public Policy in a Globalised World,,,Commercial Law,,,Energy and Natural Resources Law,,,International Commercial Law,,,Qualitative Methods for Policy,,,Policy Design: Concepts and Case Studies,,,Policy Ideas in Focus: Framing Policy Problems,,,Doing Social Survey Research,,,Evaluating Social Policy,,,Corporate Governance Law,,,Research Methodologies in Law,,,International Law,,,Trade Law,,,Law of the Sea,,,Professional Skills and Practice,,,Competition Law,,,Intellectual Property Law,,,Social Impact Assessment,,,Advanced Introduction to Policy,,,Law and Technology,,,Trade and Environment Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"North Ryde, Off-campus",Master of Laws and Master of Security and Strategic Studies,Computer Science & Information Technology,"28,400",,AUD,Years,2,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-laws-and-master-of-security-and-strategic-studies,English,D,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Laws:  This degree will simultaneously extend your legal research, and your practical legal skills and knowledge to an advanced level. It offers you the flexibility to focus on a particular area of law, such as environmental law, international law, human rights law or business law, or to choose a broader program of study covering a variety of legal areas. You’ll gain the skills to think critically and respond flexibly by applying your research and practical skills to the wide range of potential issues you may confront in your career.
Master of Security and Strategic Studies: This course will prepare you to analyse and make sense of contemporary security and strategic challenges. You will learn about dynamics behind major geopolitical and geostrategic issues and multidimensional non-traditional security challenges, analytical methods to evaluate strategic choices, and the evolution of Australia's interests and grand strategy.",,Australia,No,Yes,No,Yes,No,,Simulation in Security and Strategy,,,Refugees and Migration Law,,,Human Rights and Moral Dilemmas,,,Study Tour,,,Environmental Law and Policy Clinic,,,Geopolitics and Geostrategy,,,Anti-Discrimination Law,,,Commercial Law,,,Corporate Governance Law,,,Intellectual Property Law,,,Competition Law,,,Media Law and Culture,,,International Commercial Law,,,Energy and Natural Resources Law,,,Internship,,,Advanced Terrorism Studies,,,Supervised Project in Security Studies,,,Advanced Criminology Theory,,,Indigenous Peoples and the Law,,,Environmental Planning Law,,,Law and Technology,,,"Cyber Conflict, Cyber Espionage and Information Warfare",,,Health Law,,,Environmental Law and Sustainable Development,,,Australia's Strategic and Defence Policy,,,International Law,,,Transnational Security,,,International Dispute Settlement,,,Professional Skills and Practice,,,Intelligence: Theory and Practice,,,Law of the Sea,,,Strategic Thinking,,,Taxation Law,,,Climate Change Law,,,Family Law,,,Succession,,,Trade Law,,,"Decision Making, Scenario Planning and Simulation in Security and Strategy",,,Trade and Environment Law,,,Critical Thought and Research Design,,
PG,Macquarie University,North Ryde,Master of Management and Master of Marketing,Business & Commerce & Finance & Accounting,"29,200",,AUD,Years,2,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-management-and-master-of-marketing,English,D,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of Marketing: Designed in consultation with industry, this degree takes a practical, applied approach to teaching and learning, and will enable you to work in a team, identify opportunities and creatively solve business problems. It will provide you with the knowledge, skills and professional attributes you’ll need to advance your career in the rapidly changing world of marketing.",,Australia,No,Yes,No,Yes,No,,Strategic Marketing Management,,,Learning to be a Leader,,,Marketing Supply Chain Strategy,,,Professional and Business Services Marketing,,,Strategic Sales Management,,,Advanced Consumer Behaviour,,,Business-to-Business Marketing Strategy,,,Professional Practice,,,Learning to be Persuasive,,,Marketing Theory,,,Managing Technology,,,Managing Globally,,,Change Management,,,Managing Strategically,,,Applied Marketing Research,,,Managing Customer Relationships,,,Business Internship,,,Marketing Communications,,,Social Media Marketing,,,Strategic Branding,,,Digital Marketing Strategy,,,New Product and Service Commercialisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Master of Management and Master of Media and Communications,Business & Commerce & Finance & Accounting,"28,800",,AUD,Years,2,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-management-and-master-of-media-and-communications,English,D,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of Media and Communications: Through engagement with innovative approaches and thinking, this degree will empower you to comprehend and evaluate contemporary regional and global developments; and will equip you for an international career in diplomacy, journalism, the NGO sector, international business or academia.",,Australia,No,Yes,No,Yes,No,,Digital Media Strategies,,,Managing Technology,,,Media-Communications Strategies and Campaigns,,,Learning to be a Leader,,,Learning to be Persuasive,,,Storytelling Techniques,,,Contemporary Global Media,,,Social Media,,,Media Writing and Research,,,Change Management,,,Managing Strategically,,,Professional Practice,,,Writing the Real,,,Managing Globally,,,Data Journalism,,,Professional Practices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"North Ryde, Off-campus",Master of Management and Master of Public and Social Policy,Humanities and Social Science,"29,200",,AUD,Years,2,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-management-and-master-of-public-and-social-policy,English,D,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of Public and Social Policy: With its dual focus on policy analysis and applied social research, this unique degree will give you a deep understanding of the forces that shape policy and the processes involved in making it. You’ll develop advanced skills in critical analysis to help you design and deliver effective policy solutions that serve the public interest, as well as the confidence to make socially informed judgements in a range of specialist policy areas.",,Australia,No,Yes,No,Yes,No,,Learning to be Persuasive,,,Managing Strategically,,,Policy Ideas in Focus: Framing Policy Problems,,,Managing Globally,,,Policy Design: Concepts and Case Studies,,,Doing Social Survey Research,,,Advanced Introduction to Policy,,,Change Management,,,Social Impact Assessment,,,Learning to be a Leader,,,Qualitative Methods for Policy,,,Evaluating Social Policy,,,Professional Practice,,,Managing Technology,,,Making Public Policy in a Globalised World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Master of Marketing and Master of Media and Communications,Business & Commerce & Finance & Accounting,"28,800",,AUD,Years,2,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-marketing-and-master-of-media-and-communications,English,D,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Marketing:  Designed in consultation with industry, this degree takes a practical, applied approach to teaching and learning, and will enable you to work in a team, identify opportunities and creatively solve business problems. It will provide you with the knowledge, skills and professional attributes you’ll need to advance your career in the rapidly changing world of marketing. 
Master of Media and Communications: Whether you’re an aspiring or experienced media professional, this degree will give you the skills you need to expertly respond to the challenges associated with the changing mediascape, in an ethical context. It focuses on digital production, distribution, and audience communication and engagement strategies, as well as on online journalism and media practices. Armed with such contemporary knowledge and skills, you’ll accelerate your career in fast-moving contemporary media and communications environments across the world.",,Australia,No,Yes,No,Yes,No,,Professional Practices,,,Managing Customer Relationships,,,Strategic Marketing Management,,,Strategic Sales Management,,,Strategic Branding,,,Marketing Communications,,,Applied Marketing Research,,,New Product and Service Commercialisation,,,Contemporary Global Media,,,Writing the Real,,,Business-to-Business Marketing Strategy,,,Digital Marketing Strategy,,,Business Internship,,,Social Media Marketing,,,Marketing Theory,,,Media Writing and Research,,,Professional and Business Services Marketing,,,Storytelling Techniques,,,Data Journalism,,,Media-Communications Strategies and Campaigns,,,Marketing Supply Chain Strategy,,,Digital Media Strategies,,,Advanced Consumer Behaviour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Master of Public and Social Policy and Master of Security and Strategic Studies,Humanities and Social Science,"28,400",,AUD,Years,2,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-public-and-social-policy-and-master-of-security-and-strategic-studies,English,D,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:
Master of Public and Social Policy:  With its dual focus on policy analysis and applied social research, this unique degree will give you a deep understanding of the forces that shape policy and the processes involved in making it. You’ll develop advanced skills in critical analysis to help you design and deliver effective policy solutions that serve the public interest, as well as the confidence to make socially informed judgements in a range of specialist policy areas.
Master of Security and Strategic Studies: This course will prepare you to analyse and make sense of contemporary security and strategic challenges. You will learn about dynamics behind major geopolitical and geostrategic issues and multidimensional non-traditional security challenges, analytical methods to evaluate strategic choices, and the evolution of Australia's interests and grand strategy.",,Australia,No,Yes,No,Yes,No,,Policy Design: Concepts and Case Studies,,,Geopolitics and Geostrategy,,,Supervised Project in Security Studies,,,Making Public Policy in a Globalised World,,,"Cyber Conflict, Cyber Espionage and Information Warfare",,,Advanced Criminology Theory,,,Strategic Thinking,,,Simulation in Security and Strategy,,,Internship,,,Critical Thought and Research Design,,,Intelligence: Theory and Practice,,,Social Impact Assessment,,,Advanced Terrorism Studies,,,Evaluating Social Policy,,,Policy Ideas in Focus: Framing Policy Problems,,,Transnational Security,,,Advanced Introduction to Policy,,,Qualitative Methods for Policy,,,Study Tour,,,Australia's Strategic and Defence Policy,,,"Decision Making, Scenario Planning and Simulation in Security and Strategy",,,Doing Social Survey Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"City, Melbourne",Graduate Diploma of Applied Finance,Business & Commerce & Finance & Accounting,"36,000",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-diploma-of-applied-finance,English,D,"The Graduate Diploma of Applied Finance (GradDipAppFin) offers an opportunity for finance industry professionals with prior studies in a business/finance field to study at an advanced level without necessarily taking the full Master of Applied Finance (MAppFin) program. The program is structured to allow students to develop specialised knowledge in a sharply focused field.
The Graduate Diploma of Applied Finance is as rigorous as the Master of Applied Finance program. All units offered in the GradDipAppFin are units from the MAppFin program. Students in both programs are taught in the same classes and assessed at the same level, so there is no diminution of quality. Students who complete the GradDipAppFin may articulate to the MAppFin, or this degree may be awarded as a stand-alone qualification.",,Australia,No,Yes,No,Yes,No,,Advanced Investment Management,,,Business Valuation,,,"Financial System, Participants and Instruments",,,Financial Statement Analysis and Modelling,,,Corporate Acquisitions,,,Financial Structure and Insights,,,Case Studies in Applied Finance,,,Principles of Finance,,,Quantitative and Economic Analysis,,,Risk Measurement and Management,,,Corporate Financial Management,,,"Infrastructure, Property and Resources",,,Econometrics and Business Statistics,,,Sustainable Finance,,,Behavioural Economics,,,Finance Principles,,,Private Capital,,,Financial Statement Analysis and Modelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"North Ryde, Off-campus",Graduate Diploma of Applied Statistics,Business & Commerce & Finance & Accounting,"28,800",,AUD,Years,,,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-diploma-of-applied-statistics,English,D,"This course is designed to train graduates for employment as statisticians in a range of industries.
Specialised study is also available invarious areasincluding:

biostatistics
epidemiological methods
generalised linear models
time series
stochastic finance.",,Australia,No,Yes,No,Yes,No,,Statistical Inference,,,Survival Analysis,,,Generalized Linear Models,,,Applied Statistics,,,Bayesian Data Analysis,,,Design of Surveys and Experiments,,,"Graphics, Multivariate Methods and Data Mining",,,Introduction to Probability,,,Introductory Statistics,,,Linear Models,,,Time Series,,,Multivariate Analysis,,,Statistical Graphics,,,Modern Computational Statistical Methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Graduate Diploma of Biotechnology,Computer Science & Information Technology,"28,800",,AUD,Years,2,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-diploma-of-biotechnology,English,D,"With the world population rapidly growing, the need for products and technologies that can produce sustainable food sources, create cleaner fuels, reduce our environmental footprint and combat disease also grows. Biotechnology, which has been employed for thousands of years in agriculture, food production and medicine, utilises cellular and biomolecular processes to develop such products and technologies.
This course, which takes a multidisciplinary approach to biotechnology practice and research, will provide you with the knowledge and skills to begin or advance your career in the field of biotechnology.",,Australia,No,Yes,No,Yes,No,,Molecular Biology and Genomics,,,Molecular and Medical Biotechnology,,,Biochemistry and Cell Biology,,,Molecular Sciences Research Experience,,,Molecular Genomics Analysis and Design,,,Advanced Biochemistry and Cell Biology,,,Statistical Methods in Bioinformatics,,,Analysis and Measurement,,,Introductory Statistics,,,Macromolecules,,,Protein Discovery and Analysis,,,Genetics,,,Functional Proteomics,,,Microbiology and Molecular Biology,,,Bioethics and Biotechnology,,,Selected Topics in the Molecular Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"North Ryde, Off-campus",Graduate Diploma of Conservation Biology,Business & Commerce & Finance & Accounting,"7,950",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-diploma-of-conservation-biology,English,D,"This degree focuses on the theory, practice and ethics of biodiversity conservation and wildlife biology, from the level of wildlife populations to entire ecosystems.
An emphasis is placed on the unique biodiversity of Australia and its connections with the rest of the globe.
The program will suit current practitioners wishing to upgrade their knowledge and skills as well as those seeking employment in this sector.",PROFESSIONS: environmental consulting. policy and planning. wildlife and vegetation management. research in biodoversity and conservationEMPLOYERS: animal welfare groups. government agencies. non-government organisations. private sector. educational institutions,Australia,No,Yes,No,Yes,No,,Environmental Applications of GIS and Remote Sensing,,,Genetics,,,Contemporary Conservation in Australia,,,Ecology,,,Climate Change Biology: Impacts and Adaptation,,,Introduction to Geographic Information Science and Remote Sensing,,,Regional and Global Conservation,,,Biological Data Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Graduate Diploma of Environment,Science and Health Science,"7,950",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-diploma-of-environment,English,D,"The state of the environment and the emergence of issues, such as environmental degradation, pollution, climate change and species extinction, are some of the major concerns of our time. Human activities are largely behind these issues, but addressing the impacts of human activities is also key to protecting and managing the environment for future generations.
This course is an ideal introduction to environmental studies if you’re coming from a non-scientific background. You’ll undertake a wide selection of foundational and advanced environmental units to develop the core skills and knowledge you’ll need to investigate contemporary environmental challenges.","PROFESSIONS: Environmental consultant. Environmental sustainability officer. Land care and catchment officer. Local council environmental officer. National parks officer. Research assistant. Resource management officerEMPLOYERS: Businesses and industries dealing with environmental issues, such as waste management, pollution and environment quality. Catchment management authorities. Community organisations. Environmental consultancies. Environmental protection authorities. Government environment departments. Local councils. Non-government organisations. Transport and infrastructure bodies. Universities",Australia,No,Yes,No,Yes,No,,"Climate Change, Energy and Our Future",,,Climate Change and Adaptation,,,The Living Environment,,,Australian Environmental Futures,,,"Urban Dynamics: Population, Housing and Regeneration",,,Environmental Pollution,,,Sustainable Cities,,,Sustainability and Transitions,,,Introduction to Geographic Information Science and Remote Sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
